position,playerid,playername,team,competition,appearances,AVG,MOTMs,goals,assists,yellow_cards,two_yellow,red_cards,saves,goals_conceded,cleansheets
ST,74092,Isaac,Hellas Verona,Serie A Enilive,1,5.90,0,0,0,0,0,0,0,1,0
GK,221531,Marko Maroši,Tranmere Rovers,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
GK,221531,Marko Maroši,Tranmere Rovers,Vertu Trophy,1,6.50,0,0,0,0,0,0,0,1,0
CAM,74094,Mattia Liberali,Catanzaro,Coppa Italia,2,6.95,0,0,0,0,0,0,0,0,1
GK,254297,Zafer Görgen,Gaziantep FK,Trendyol Süper Lig,6,5.77,0,0,0,0,0,0,0,12,0
CM,237916,Will Smallbone,Millwall,EFL Championship,5,6.38,0,1,0,0,0,0,0,3,0
CM,237916,Will Smallbone,Millwall,Carabao Cup,1,6.30,0,0,0,0,0,0,0,0,0
RM,213345,Kingsley Coman,Al Nassr,Saudi Pro League,5,6.48,0,0,1,0,0,0,0,1,2
LB,270683,Idris Odutayo,Bromley Football Club,Carabao Cup,2,6.25,0,0,0,0,0,0,0,3,1
LB,270683,Idris Odutayo,Bromley Football Club,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
CDM,205157,Ruiz de Galarreta,Athletic Club,LALIGA EA SPORTS,7,6.26,0,0,0,0,0,0,0,4,3
CDM,205157,Ruiz de Galarreta,Athletic Club,UEFA Champions League,1,6.50,0,0,0,0,0,0,0,0,1
ST,229731,Mathew Stevens,AFC Wimbledon,Carabao Cup,2,6.20,0,0,0,0,0,0,0,4,0
CB,74103,Ghassan Hawsawi,Al Okhdood,Saudi Pro League,2,6.75,0,1,0,0,0,0,0,1,0
LB,246118,Umut Meraş,İKAS Eyüpspor,Trendyol Süper Lig,6,5.97,0,0,0,0,0,0,0,6,0
CB,188782,Michael Morrison,Cambridge United,Carabao Cup,2,5.95,0,0,0,0,0,0,0,2,0
CM,254315,Liam Shaw,Northampton Town,Carabao Cup,1,6.10,0,0,0,0,0,0,0,1,0
CDM,270698,Yellu Santiago,FC Arouca,Liga Portugal,6,6.25,0,1,1,1,0,0,0,8,1
CB,254317,Ciaran Brennan,Newport County,Carabao Cup,1,5.70,0,0,0,1,0,0,0,1,0
CB,254317,Ciaran Brennan,Newport County,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
CB,270700,Ibe Hautekiet,Standard de Liège,1A Pro League,8,6.31,0,0,0,0,0,0,0,6,2
CM,237937,Felix Horn Myhre,SK Brann,UEFA Europa League,1,5.00,0,0,0,1,0,0,0,3,0
CB,270702,Matisse Didden,FC Utrecht,UEFA Europa League,1,5.80,0,0,0,0,0,0,0,2,0
ST,205175,Arkadiusz Milik,Juventus,Serie A Enilive,1,5.50,0,0,0,0,0,0,0,2,0
RM,278895,Jayden Luker,Notts County,Carabao Cup,3,5.80,0,0,0,1,0,0,0,3,0
RM,278895,Jayden Luker,Notts County,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
RM,74122,Antonis Papakanellos,Rio Ave FC,Liga Portugal,6,6.00,0,1,0,1,0,0,0,10,0
CM,229752,Djibril Sow,Sevilla FC,European International Cup,3,5.70,0,0,0,0,0,0,0,7,0
CM,229752,Djibril Sow,Sevilla FC,LALIGA EA SPORTS,6,6.43,0,0,0,0,0,0,0,3,3
LB,254327,Nathanael Ogbeta,Barnsley,Carabao Cup,1,6.60,0,0,0,0,0,0,0,0,0
LB,254327,Nathanael Ogbeta,Barnsley,Vertu Trophy,1,6.50,0,0,0,0,0,0,0,0,0
RB,246137,Kayne Ramsay,Charlton Athletic,EFL Championship,7,6.34,0,0,0,1,0,0,0,6,2
RB,246137,Kayne Ramsay,Charlton Athletic,Carabao Cup,3,7.17,0,2,0,0,0,0,0,1,0
CB,213374,Aderllan Santos,AVS Futebol SAD,Liga Portugal,7,6.06,0,1,0,0,0,0,0,6,0
CB,278903,Jérémy Jacquet,Stade Rennais FC,Ligue 1 McDonald's,5,6.12,0,0,0,0,0,0,0,4,0
LM,188803,Taison,PAOK FC,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
CB,262523,Max Cleworth,Wrexham,EFL Championship,6,5.92,0,0,0,0,0,0,0,6,1
CB,262523,Max Cleworth,Wrexham,Carabao Cup,2,6.65,0,0,0,2,0,0,0,1,1
CB,74133,Jaydee Canvot,Crystal Palace,Carabao Cup,2,6.20,0,0,0,1,0,0,0,2,0
CB,74133,Jaydee Canvot,Crystal Palace,FA Community Shield,1,6.00,0,0,0,0,0,0,0,2,0
CB,74133,Jaydee Canvot,Crystal Palace,Premier League,6,5.98,0,0,0,0,0,0,0,4,0
LB,74136,Dylan Ourega,KVC Westerlo,1A Pro League,9,6.09,0,0,0,1,0,0,0,6,1
CB,164240,Thiago Silva,FC Porto,Liga Portugal,6,6.87,0,0,0,1,0,0,0,3,4
CB,164240,Thiago Silva,FC Porto,UEFA Europa League,1,5.70,0,0,0,0,0,0,0,1,0
CB,229771,Conor McCarthy,Northampton Town,Carabao Cup,2,6.30,0,0,0,0,0,0,0,0,0
CB,229773,Georgiy Dzhikiya,Antalyaspor,Trendyol Süper Lig,6,6.28,0,0,0,0,0,0,0,6,1
RM,270729,Rodri Alonso,Moreirense FC,Liga Portugal,2,6.05,0,0,0,0,0,0,0,2,0
CB,246157,Ewoud Pletinckx,Oud-Heverlee Leuven,1A Pro League,9,5.94,0,0,0,1,0,0,0,9,0
RB,246159,Ethan Laird,Birmingham City,EFL Championship,5,6.04,0,0,0,0,0,0,0,3,0
LM,278925,Akeel Higgins,Exeter City,Carabao Cup,1,6.10,0,0,0,0,0,0,0,1,0
CM,278926,Joseph Nonge,Kocaelispor,Trendyol Süper Lig,6,6.35,0,0,1,1,0,0,0,6,1
RB,278928,Álex Jiménez,AFC Bournemouth,Premier League,6,5.92,0,0,0,0,0,0,0,8,0
RB,278928,Álex Jiménez,AFC Bournemouth,Carabao Cup,2,6.10,0,0,0,0,0,0,0,1,0
GK,205211,Milan Borjan,Al Riyadh,Saudi Pro League,6,6.37,0,0,0,0,0,0,0,8,1
GK,213407,Matt Macey,Colchester United,Carabao Cup,1,5.30,0,0,0,0,0,0,0,2,0
GK,213407,Matt Macey,Colchester United,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
GK,213408,Ryan Boot,Chesterfield,Carabao Cup,1,5.20,0,0,0,0,0,0,0,2,0
CB,221600,Matt Clarke,Derby County,EFL Championship,7,6.20,0,0,0,0,0,0,0,4,1
CB,221600,Matt Clarke,Derby County,Carabao Cup,1,6.10,0,0,0,0,0,0,0,1,0
CAM,246174,Harvey Elliott,Aston Villa,Premier League,2,6.60,0,1,0,0,0,0,0,2,0
LB,270748,James Maxwell,Doncaster Rovers,Carabao Cup,2,6.00,0,0,0,0,0,0,0,1,0
LB,270748,James Maxwell,Doncaster Rovers,Vertu Trophy,1,6.30,0,0,0,0,0,0,0,0,0
CB,237985,Kevin Danso,Tottenham Hotspur,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
CB,237985,Kevin Danso,Tottenham Hotspur,UEFA Super Cup,1,6.60,0,0,0,0,0,0,0,0,0
CB,237985,Kevin Danso,Tottenham Hotspur,Premier League,5,6.06,0,0,0,1,0,0,0,4,0
CB,237985,Kevin Danso,Tottenham Hotspur,UEFA Champions League,1,5.70,0,0,0,0,0,0,0,1,0
ST,197031,Marvin Ducksch,Birmingham City,EFL Championship,7,7.01,1,3,0,1,0,0,0,9,2
ST,197031,Marvin Ducksch,Birmingham City,Carabao Cup,1,7.20,0,0,1,0,0,0,0,1,0
ST,213418,Chuba Akpom,Ipswich Town,EFL Championship,2,6.95,0,1,0,0,0,0,0,2,0
ST,213418,Chuba Akpom,Ipswich Town,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
GK,221610,Dénes Dibusz,Ferencvárosi TC,UEFA Europa League,1,5.30,0,0,0,0,0,0,0,2,0
CB,262568,Tristan Crama,Millwall,EFL Championship,7,6.17,0,0,0,0,0,0,0,8,0
CB,262568,Tristan Crama,Millwall,Carabao Cup,1,5.70,0,0,0,0,0,0,0,3,0
RM,262573,Stavros Gavriel,SV Zulte Waregem,1A Pro League,9,6.22,0,1,0,2,0,0,0,10,1
LB,238009,Martin Frese,Hellas Verona,Coppa Italia,1,6.10,0,0,0,0,0,0,0,1,0
LB,238009,Martin Frese,Hellas Verona,Serie A Enilive,4,5.75,0,0,0,0,0,0,0,5,0
LW,262586,Ivan Brnić,RAMS Başakşehir,Trendyol Süper Lig,6,7.62,1,2,2,1,0,0,0,4,3
ST,205255,Jamie Reid,Stevenage,Carabao Cup,2,6.90,0,1,0,0,0,0,0,2,0
ST,205255,Jamie Reid,Stevenage,Vertu Trophy,1,6.50,0,0,0,0,0,0,0,0,0
CB,278976,Peter Amoran,Cesena,Coppa Italia,1,6.00,0,0,0,0,0,0,0,0,0
ST,270787,Andri Lucas Guðjohnsen,Blackburn Rovers,EFL Championship,3,6.87,1,1,0,0,0,0,0,1,1
ST,270787,Andri Lucas Guðjohnsen,Blackburn Rovers,Carabao Cup,1,7.40,0,1,0,0,0,0,0,1,0
CB,262597,Adilson Malanda,Middlesbrough,EFL Championship,5,6.08,0,0,0,0,0,0,0,3,0
CB,262597,Adilson Malanda,Middlesbrough,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CM,278986,Tom Iorpenda,Notts County,Carabao Cup,1,6.00,0,0,0,0,0,0,0,0,0
CB,278987,Kamarl Grant,Blackpool,Carabao Cup,1,6.00,0,0,0,0,0,0,0,1,0
CB,221652,Sergio,Al Riyadh,Saudi Pro League,6,6.23,0,0,0,0,0,0,0,3,1
LW,278990,Brenner,Santa Clara,Liga Portugal,6,6.80,1,1,2,1,0,0,0,8,0
CAM,246228,Jack Lankester,Crewe Alexandra,Carabao Cup,2,5.75,0,0,0,0,0,0,0,2,0
CAM,246228,Jack Lankester,Crewe Alexandra,Vertu Trophy,1,6.00,0,0,0,0,0,0,0,1,0
CB,221658,Ahmed Sharahili,Al Ittihad,Saudi Pro League,5,5.94,0,0,0,0,0,0,0,6,0
LB,238041,Tyrell Malacia,LOSC Lille,Ligue 1 McDonald's,2,7.55,0,1,0,0,0,0,0,1,1
LB,238041,Tyrell Malacia,LOSC Lille,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,1,0
CB,229851,Ali Al Bulayhi,Al Shabab,Saudi Pro League,6,6.17,0,1,0,0,0,0,0,7,0
RM,238043,Abdulrahman Al Obud,Al Ittihad,Saudi Pro League,5,6.36,0,2,0,0,0,0,0,6,0
CDM,74224,Musah Mohammed,Göztepe SK,Trendyol Süper Lig,6,6.22,0,0,0,0,0,0,0,3,0
RM,262620,Serginho,Fatih Karagümrük SK,Trendyol Süper Lig,7,5.99,0,0,0,1,0,0,0,7,0
GK,262621,Giorgi Mamardashvili,Kings United,Carabao Cup,2,6.40,0,0,0,0,0,0,2,0,2
GK,262621,Giorgi Mamardashvili,Kings United,European International Cup,3,6.20,0,0,0,0,0,0,3,2,1
GK,262621,Giorgi Mamardashvili,Kings United,Premier League,6,6.18,0,0,0,0,0,0,9,3,3
LW,238050,Chidera Ejuke,Sevilla FC,European International Cup,3,5.87,0,0,0,1,0,0,0,4,0
LW,238050,Chidera Ejuke,Sevilla FC,LALIGA EA SPORTS,5,6.20,0,0,0,0,0,0,0,3,0
ST,246242,Boulaye Dia,LOSC Lille,Ligue 1 McDonald's,3,7.53,0,2,1,0,0,0,0,1,1
CDM,246243,Jay Williams,Crawley Town,Carabao Cup,2,5.75,0,0,0,0,0,0,0,3,0
CDM,246243,Jay Williams,Crawley Town,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,0,0
CB,279008,Luc De Fougerolles,FCV Dender EH,1A Pro League,9,5.82,0,0,0,2,0,1,0,9,2
RM,270820,Mohamed Farsi,Stade Rennais FC,Ligue 1 McDonald's,2,5.95,0,0,0,0,0,0,0,2,0
GK,270821,Mike Penders,RC Strasbourg Alsace,Ligue 1 McDonald's,6,6.53,0,0,0,0,0,0,0,8,1
LB,246249,Ryan Rydel,Exeter City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
CAM,238059,Dan Kemp,Stevenage,Carabao Cup,1,6.20,0,0,0,0,0,0,0,0,0
CAM,238059,Dan Kemp,Stevenage,Vertu Trophy,1,5.70,0,0,0,0,0,0,0,1,0
CM,279015,Victor Froholdt,FC Porto,Liga Portugal,6,6.45,0,0,1,1,0,0,0,3,1
CM,279015,Victor Froholdt,FC Porto,UEFA Europa League,1,6.50,0,0,0,0,0,0,0,0,0
ST,246258,Lucas Beltrán,Valencia CF,LALIGA EA SPORTS,1,6.80,0,0,1,0,0,0,0,1,0
GK,238070,Jamie Cumming,Oxford United,EFL Championship,7,5.57,0,0,0,0,0,0,0,15,0
GK,238070,Jamie Cumming,Oxford United,Carabao Cup,1,5.70,0,0,0,0,0,0,0,2,0
RB,262644,Cebrail Makreckis,Lecce,Coppa Italia,2,7.95,1,1,0,0,0,0,0,1,1
RB,262644,Cebrail Makreckis,Lecce,Serie A Enilive,4,6.00,0,0,0,1,0,0,0,3,0
CB,279027,Javi Rodríguez,Leeds United,Premier League,6,6.42,0,0,0,0,0,0,0,2,2
CB,279027,Javi Rodríguez,Leeds United,Carabao Cup,2,5.20,0,0,0,0,0,0,0,4,0
GK,279028,Matt Young,Salford City,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
ST,221692,Colby Bishop,Portsmouth,EFL Championship,7,7.17,1,5,1,0,0,0,0,14,0
ST,221692,Colby Bishop,Portsmouth,Carabao Cup,2,7.45,0,1,1,0,0,0,0,4,0
GK,246267,Dominik Kotarski,F.C. København,UEFA Champions League,1,6.20,0,0,0,0,0,0,0,1,0
ST,221697,Ollie Watkins,Aston Villa,Carabao Cup,1,6.90,0,0,0,0,0,0,0,1,0
ST,221697,Ollie Watkins,Aston Villa,UEFA Europa League,1,8.70,1,1,0,0,0,0,0,2,0
ST,221697,Ollie Watkins,Aston Villa,Premier League,5,7.02,0,3,0,1,0,0,0,8,0
RM,270844,Gustavo Caballero,Portsmouth,EFL Championship,7,6.06,0,1,1,0,0,0,0,10,0
RB,229894,Lucas Ahijado,Real Oviedo,LALIGA EA SPORTS,2,6.10,0,0,0,0,0,0,0,2,0
GK,262659,Noah Atubolu,Sport-Club Freiburg,UEFA Europa League,1,6.90,0,0,0,0,0,0,0,1,0
LB,254470,Luke Thomas,Leicester City,EFL Championship,5,6.04,0,0,0,0,0,0,0,6,0
LB,254470,Luke Thomas,Leicester City,Carabao Cup,1,6.20,0,0,0,0,0,0,0,1,0
GK,188943,Kevin Trapp,Paris FC,Ligue 1 McDonald's,6,6.47,0,0,0,0,0,0,0,9,2
CB,229900,Sandro Lauper,BSC Young Boys,UEFA Europa League,1,5.90,0,0,0,0,0,0,0,2,0
CB,229901,Harry Souttar,Leicester City,EFL Championship,7,5.81,0,0,0,0,0,0,0,7,0
CM,270857,Mateus Fernandes,West Ham United,Premier League,6,6.57,0,0,0,1,0,0,0,4,2
CM,270857,Mateus Fernandes,West Ham United,Carabao Cup,2,5.30,0,0,0,0,0,0,0,4,0
CB,238095,Nikola Milenković,Nottingham Forest,Carabao Cup,2,6.40,0,0,0,0,0,0,0,2,0
CB,238095,Nikola Milenković,Nottingham Forest,UEFA Europa League,1,6.60,0,0,0,0,0,0,0,1,0
CB,238095,Nikola Milenković,Nottingham Forest,Premier League,5,6.16,0,0,0,1,0,0,0,8,0
CB,229905,Abdülkerim Bardakcı,Galatasaray SK,Trendyol Süper Lig,7,6.44,0,0,1,0,0,0,0,8,1
CB,229905,Abdülkerim Bardakcı,Galatasaray SK,UEFA Champions League,1,5.50,0,0,0,0,0,0,0,2,0
RM,229906,Leon Bailey,Eintracht Frankfurt,UEFA Champions League,1,6.00,0,0,0,0,0,0,0,0,0
LW,246289,César Huerta,RSC Anderlecht,1A Pro League,4,6.33,0,1,0,0,0,0,0,1,0
LB,270863,Andrei Borza,Parma,Serie A Enilive,4,6.03,0,0,0,1,0,0,0,3,0
ST,270864,Nachon Nsingi,RAAL La Louvière,1A Pro League,9,6.27,0,0,0,0,0,0,0,11,1
CM,229910,Svante Ingelsson,Sheffield Wednesday,EFL Championship,7,6.23,0,2,0,0,0,0,0,9,0
CM,229910,Svante Ingelsson,Sheffield Wednesday,Carabao Cup,1,7.30,0,1,0,0,0,0,0,1,0
LB,229911,Myles Kenlock,Barnet,Carabao Cup,2,6.10,0,0,0,0,0,0,0,2,0
ST,246296,Kion Etete,St. Mirren,UEFA Champions League,1,7.70,0,1,0,0,0,0,0,2,0
CB,270870,Miguel Nóbrega,Vitória SC,Liga Portugal,4,6.00,0,0,0,0,0,0,0,3,0
CM,205343,Jean-Daniel Akpa Akpro,Hellas Verona,Coppa Italia,1,5.10,0,0,0,1,0,0,0,2,0
CM,205343,Jean-Daniel Akpa Akpro,Hellas Verona,Serie A Enilive,1,5.80,0,0,0,0,0,0,0,2,0
CDM,205347,Massimo Luongo,Millwall,EFL Championship,7,6.70,0,2,1,0,0,0,0,9,0
CB,74295,Arseniy Batagov,Trabzonspor,Trendyol Süper Lig,7,5.89,0,0,0,1,0,1,0,5,1
GK,205352,Jordan Archer,Portsmouth,Carabao Cup,1,7.50,0,0,0,0,0,0,0,1,0
RB,229930,Kyle Knoyle,Mansfield Town,Carabao Cup,1,5.70,0,0,0,1,0,0,0,1,0
RB,229930,Kyle Knoyle,Mansfield Town,Vertu Trophy,1,7.00,0,0,0,0,0,0,0,0,1
RM,279078,Othmane Maamma,Watford,Carabao Cup,1,5.50,0,0,0,0,0,0,0,1,0
CB,270888,Gaby Jean,Lecce,Coppa Italia,2,6.75,0,0,0,0,0,0,0,0,1
CB,270888,Gaby Jean,Lecce,Serie A Enilive,3,5.93,0,0,0,0,0,0,0,4,0
LB,197170,Kadeem Harris,Salford City,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
LB,197170,Kadeem Harris,Salford City,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,0,0
CB,205363,Matteo Bianchetti,Cremonese,Coppa Italia,2,7.15,0,0,0,0,0,0,0,0,1
CB,205363,Matteo Bianchetti,Cremonese,Serie A Enilive,5,6.14,0,0,0,0,0,0,0,5,1
RB,74310,Nicolò Savona,Nottingham Forest,Carabao Cup,2,6.30,0,0,0,0,0,0,0,1,0
RB,74310,Nicolò Savona,Nottingham Forest,UEFA Europa League,1,6.20,0,0,0,0,0,0,0,0,0
RB,74310,Nicolò Savona,Nottingham Forest,Premier League,3,6.13,0,0,0,0,0,0,0,1,0
RB,221750,André Geraldes,Casa Pia AC,Liga Portugal,6,6.03,0,0,0,0,0,0,0,6,0
CB,229942,Axel Disasi,West Ham United,Premier League,6,6.40,0,0,0,0,0,0,0,1,1
CB,229942,Axel Disasi,West Ham United,Carabao Cup,2,5.80,0,0,0,0,0,0,0,3,0
CM,74314,Chiheb Labidi,CD Nacional,Liga Portugal,3,5.87,0,0,0,0,0,0,0,3,0
CB,262709,Malcom Bokele,Göztepe SK,Trendyol Süper Lig,6,5.98,0,0,0,1,0,0,0,7,0
ST,74317,Izeta,Athletic Club,LALIGA EA SPORTS,2,6.45,0,0,0,0,0,0,0,1,1
ST,74317,Izeta,Athletic Club,UEFA Champions League,1,6.50,0,0,0,0,0,0,0,0,0
RW,262711,Denis Makarov,Kayserispor Futbol A.Ş,Trendyol Süper Lig,6,6.00,0,0,0,1,0,0,0,5,0
CB,254522,Will Forrester,Leyton Orient,Carabao Cup,3,5.83,0,0,0,0,0,0,0,5,0
GK,205377,Donovan Léon,AJ Auxerre,Ligue 1 McDonald's,5,6.60,1,0,0,0,0,0,0,7,1
ST,254525,Pape Habib Gueye,Kasımpaşa SK,Trendyol Süper Lig,1,6.00,0,0,0,0,0,0,0,1,0
RB,254529,Cody Drameh,Hull City,EFL Championship,7,6.60,0,0,0,0,0,0,0,5,2
RB,254529,Cody Drameh,Hull City,Carabao Cup,1,6.10,0,0,0,0,0,0,0,1,0
LB,74329,Jonas Rouhi,Carrarese Calcio 1908,Coppa Italia,1,5.70,0,0,0,0,0,0,0,1,0
LB,279109,Víctor Parada,Deportivo Alavés,LALIGA EA SPORTS,7,5.89,0,0,0,0,0,0,0,8,1
ST,180818,David McGoldrick,Barnsley,Carabao Cup,1,5.90,0,0,0,0,0,0,0,1,0
ST,180818,David McGoldrick,Barnsley,Vertu Trophy,1,8.10,1,1,0,0,0,0,0,0,1
RB,238157,Mads Roerslev,Southampton,EFL Championship,7,6.14,0,0,0,0,0,0,0,5,1
RB,238157,Mads Roerslev,Southampton,Carabao Cup,2,6.15,0,0,0,0,0,0,0,2,0
LB,74338,Billy Kirkman,Swindon Town,Carabao Cup,1,5.40,0,0,0,0,0,0,0,2,0
CM,246350,Enzo Le Fée,Sunderland,Premier League,5,5.94,0,0,0,1,0,0,0,11,0
CB,238160,Merih Demiral,Al Ahli,Saudi Pro League,6,6.10,0,0,0,3,0,0,0,6,1
RB,229971,Fabien Centonze,FC Nantes,Ligue 1 McDonald's,3,5.77,0,0,0,0,0,0,0,5,0
CM,229973,Jakub Piotrowski,Udinese,Coppa Italia,2,6.00,0,0,0,0,0,0,0,2,0
CM,229973,Jakub Piotrowski,Udinese,Serie A Enilive,5,6.16,0,0,0,1,0,0,0,2,0
LB,254548,Melvin Bard,OGC Nice,Ligue 1 McDonald's,6,6.15,0,0,0,1,0,0,0,3,0
LB,254548,Melvin Bard,OGC Nice,UEFA Europa League,1,7.60,0,0,0,1,0,0,0,0,1
ST,254551,Georges Mikautadze,Villarreal CF,LALIGA EA SPORTS,3,6.87,1,1,0,1,0,0,0,4,1
ST,254551,Georges Mikautadze,Villarreal CF,European International Cup,2,6.05,0,0,0,0,0,0,0,2,1
ST,254551,Georges Mikautadze,Villarreal CF,UEFA Champions League,1,7.90,0,1,0,0,0,0,0,0,0
CM,262745,Neil El Aynaoui,AS Roma,Serie A Enilive,2,6.20,0,0,0,0,0,0,0,0,0
CM,262745,Neil El Aynaoui,AS Roma,UEFA Europa League,1,6.10,0,0,0,0,0,0,0,0,0
LM,254556,Kélian Nsona,Casa Pia AC,Liga Portugal,1,6.00,0,0,0,0,0,0,0,1,0
LB,229984,Ben Chilwell,RC Strasbourg Alsace,Ligue 1 McDonald's,6,5.67,0,0,0,0,0,1,0,3,0
CDM,238177,Anthony Hartigan,Barnet,Carabao Cup,2,5.55,0,0,0,0,0,0,0,3,0
CB,238179,Dan Happe,Leyton Orient,Carabao Cup,3,6.40,0,0,0,0,0,0,0,5,0
CB,270944,Ben Nelson,Leicester City,EFL Championship,1,6.10,0,0,0,0,0,0,0,0,0
CB,270944,Ben Nelson,Leicester City,Carabao Cup,1,5.70,0,0,0,0,0,0,0,1,0
LB,74364,Andre Garcia,Club Brugge,1A Pro League,1,6.10,0,0,0,0,0,0,0,0,0
GK,238186,Marcin Bułka,Neom,Saudi Pro League,6,6.98,0,0,0,0,0,0,0,4,3
LM,246381,Nawaf Al Habashi,Al Hazem,Saudi Pro League,5,5.90,0,0,0,0,0,0,0,5,0
RM,238191,Charlie Brown,Accrington Stanley,Carabao Cup,1,5.50,0,0,0,0,0,0,0,2,0
RM,238191,Charlie Brown,Accrington Stanley,Vertu Trophy,1,6.00,0,0,0,0,0,0,0,0,0
ST,74372,Gerard Vandeplas,Royal Antwerp FC,1A Pro League,7,6.09,0,0,0,0,0,0,0,8,1
ST,205431,Niclas Füllkrug,AC Milan,Serie A Enilive,5,6.60,1,1,0,2,0,0,0,4,0
LM,238196,Arnór Sigurðsson,Malmö FF,UEFA Europa League,1,8.90,1,2,0,0,0,0,0,0,0
CDM,254579,Lucas Da Cunha,Como 1907,Coppa Italia,2,7.30,0,1,0,0,0,0,0,2,1
CM,270964,Jobe Bellingham,Borussia Dortmund,UEFA Champions League,1,6.00,0,0,0,0,0,0,0,1,0
CB,246392,Lewis Brunt,Wrexham,EFL Championship,4,6.17,0,0,0,0,0,0,0,1,0
CB,246392,Lewis Brunt,Wrexham,Carabao Cup,2,6.95,0,0,0,0,0,0,0,1,1
LB,230014,Ellis Iandolo,Colchester United,Carabao Cup,1,6.10,0,0,0,0,0,0,0,1,0
LB,230014,Ellis Iandolo,Colchester United,Vertu Trophy,1,6.20,0,0,0,0,0,0,0,1,0
CDM,230020,Pierre Lees-Melou,Paris FC,Ligue 1 McDonald's,6,6.08,0,0,0,0,0,0,0,6,1
CB,205452,Antonio Rüdiger,Real Madrid,LALIGA EA SPORTS,7,6.40,0,0,0,0,0,0,0,5,1
CB,205452,Antonio Rüdiger,Real Madrid,European International Cup,3,6.70,0,0,0,0,0,0,0,0,1
CB,205452,Antonio Rüdiger,Real Madrid,UEFA Champions League,1,7.40,0,1,0,0,0,0,0,2,0
RM,279173,Franco Mastantuono,AFC Bournemouth,Premier League,3,6.03,0,0,0,0,0,0,0,1,0
RM,279173,Franco Mastantuono,AFC Bournemouth,Carabao Cup,1,7.20,0,0,0,0,0,0,0,0,1
CB,238221,Nik Tavares,Barnet,Carabao Cup,2,6.00,0,0,0,0,0,0,0,1,0
LM,74403,Coba da Costa,RSC Anderlecht,1A Pro League,6,7.80,1,1,2,0,0,0,0,0,5
CM,74406,Tommaso Berti,Cesena,Coppa Italia,1,5.70,0,0,0,0,0,0,0,1,0
CDM,213654,Glen Kamara,Stade Rennais FC,Ligue 1 McDonald's,4,6.30,0,0,1,0,0,0,0,2,0
LM,213655,Alex Iwobi,Fulham,Premier League,4,5.58,0,0,0,1,0,1,0,4,0
LM,213655,Alex Iwobi,Fulham,Carabao Cup,2,6.65,0,0,0,0,0,0,0,2,0
LW,246420,Jérémy Doku,Manchester City,Premier League,6,7.07,1,2,3,1,0,0,0,7,1
LW,246420,Jérémy Doku,Manchester City,UEFA Champions League,1,8.10,0,0,2,0,0,0,0,1,0
LB,74411,Matteo Dams,Al Ahli,Saudi Pro League,6,5.75,0,0,0,0,0,0,0,8,0
CB,270997,Samson Baidoo,RC Lens,Ligue 1 McDonald's,5,6.44,0,0,0,1,0,0,0,4,1
CDM,238235,Hugo Vetlesen,Club Brugge,1A Pro League,4,6.50,0,0,0,1,0,0,0,1,0
ST,238236,Ola Brynhildsen,FC Midtjylland,UEFA Europa League,1,6.80,0,0,0,0,0,0,0,1,0
ST,230046,Luka Zahović,CFR 1907 Cluj,UEFA Europa League,1,8.10,1,1,0,0,0,0,0,0,1
CDM,213665,Jordan Houghton,Stevenage,Carabao Cup,2,5.65,0,0,0,0,0,0,0,2,0
CDM,213665,Jordan Houghton,Stevenage,Vertu Trophy,1,9.50,1,1,1,0,0,0,0,1,0
LM,246431,Riccardo Sottil,Lecce,Coppa Italia,1,6.30,0,0,0,0,0,0,0,0,0
LM,246431,Riccardo Sottil,Lecce,Serie A Enilive,4,5.75,0,1,0,0,0,0,0,7,0
ST,271005,Nik Prelec,Oxford United,EFL Championship,3,5.87,0,0,0,0,0,0,0,5,0
ST,271005,Nik Prelec,Oxford United,Carabao Cup,2,6.20,0,0,0,0,0,0,0,1,0
RB,271006,Yeferson Paz,Reggiana,Coppa Italia,1,5.80,0,0,0,0,0,0,0,2,0
ST,205481,Mason Bennett,Harrogate Town,Carabao Cup,1,6.00,0,0,0,0,0,0,0,1,0
LM,271013,Patrick Nuamah,Catanzaro,Coppa Italia,2,7.50,0,1,0,0,0,0,0,1,1
CB,74430,Harvey Araujo,Colchester United,Carabao Cup,1,5.80,0,0,0,0,0,0,0,1,0
CB,74430,Harvey Araujo,Colchester United,Vertu Trophy,1,6.10,0,0,0,0,0,0,0,0,0
GK,172723,Asmir Begović,Leicester City,Carabao Cup,1,6.40,0,0,0,0,0,0,0,1,0
