competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
EFL Championship,779,1800,97,Coventry City,TBD,TBD,Millwall,20260120,1945
EFL Championship,779,1947,95,Wrexham,TBD,TBD,Leicester City,20260120,1945
EFL Championship,779,1951,15,Oxford United,TBD,TBD,Queens Park Rangers,20260120,1945
EFL Championship,779,89,91,Charlton Athletic,TBD,TBD,Derby County,20260121,1945
EFL Championship,779,1806,12,Stoke City,TBD,TBD,Middlesbrough,20260121,1945
EFL Championship,779,1795,1790,Watford,TBD,TBD,Portsmouth,20260121,1945
EFL Championship,779,17,1794,Southampton,TBD,TBD,Sheffield United,20260121,1945
EFL Championship,779,97,89,Millwall,TBD,TBD,Charlton Athletic,20260124,1230
EFL Championship,779,91,109,Derby County,TBD,TBD,West Bromwich Albion,20260124,1500
EFL Championship,779,12,1801,Middlesbrough,TBD,TBD,Preston North End,20260124,1500
EFL Championship,779,1952,1960,Hull City,TBD,TBD,Swansea City,20260124,1500
EFL Championship,779,1919,1807,Bristol City,TBD,TBD,Sheffield Wednesday,20260124,1500
EFL Championship,779,95,1951,Leicester City,TBD,TBD,Oxford United,20260124,1500
EFL Championship,779,1792,1800,Norwich City,TBD,TBD,Coventry City,20260124,1500
EFL Championship,779,15,1947,Queens Park Rangers,TBD,TBD,Wrexham,20260124,1500
EFL Championship,779,1794,94,Sheffield United,TBD,TBD,Ipswich Town,20260124,1500
EFL Championship,779,3,1795,Blackburn Rovers,TBD,TBD,Watford,20260124,1500
EFL Championship,779,88,1806,Birmingham City,TBD,TBD,Stoke City,20260124,1500
EFL Championship,779,1790,17,Portsmouth,TBD,TBD,Southampton,20260125,1200
EFL Championship,779,3,1952,Blackburn Rovers,TBD,TBD,Hull City,20260131,1500
EFL Championship,779,15,1800,Queens Park Rangers,TBD,TBD,Coventry City,20260131,1500
EFL Championship,779,1919,91,Bristol City,TBD,TBD,Derby County,20260131,1500
EFL Championship,779,1807,1947,Sheffield Wednesday,TBD,TBD,Wrexham,20260131,1500
EFL Championship,779,1790,109,Portsmouth,TBD,TBD,West Bromwich Albion,20260131,1500
EFL Championship,779,1795,1960,Watford,TBD,TBD,Swansea City,20260131,1500
EFL Championship,779,97,1794,Millwall,TBD,TBD,Sheffield United,20260131,1500
EFL Championship,779,94,1801,Ipswich Town,TBD,TBD,Preston North End,20260131,1500
EFL Championship,779,95,89,Leicester City,TBD,TBD,Charlton Athletic,20260131,1500
EFL Championship,779,12,1792,Middlesbrough,TBD,TBD,Norwich City,20260131,1500
EFL Championship,779,1806,17,Stoke City,TBD,TBD,Southampton,20260131,1500
EFL Championship,779,1951,88,Oxford United,TBD,TBD,Birmingham City,20260131,1500
EFL Championship,779,91,94,Derby County,TBD,TBD,Ipswich Town,20260207,1500
EFL Championship,779,1800,1951,Coventry City,TBD,TBD,Oxford United,20260207,1500
EFL Championship,779,88,95,Birmingham City,TBD,TBD,Leicester City,20260207,1500
EFL Championship,779,1947,97,Wrexham,TBD,TBD,Millwall,20260207,1500
EFL Championship,779,17,1795,Southampton,TBD,TBD,Watford,20260207,1500
EFL Championship,779,109,1806,West Bromwich Albion,TBD,TBD,Stoke City,20260207,1500
EFL Championship,779,1952,1919,Hull City,TBD,TBD,Bristol City,20260207,1500
EFL Championship,779,1794,12,Sheffield United,TBD,TBD,Middlesbrough,20260207,1500
EFL Championship,779,1792,3,Norwich City,TBD,TBD,Blackburn Rovers,20260207,1500
EFL Championship,779,1960,1807,Swansea City,TBD,TBD,Sheffield Wednesday,20260207,1500
EFL Championship,779,1801,1790,Preston North End,TBD,TBD,Portsmouth,20260207,1500
EFL Championship,779,89,15,Charlton Athletic,TBD,TBD,Queens Park Rangers,20260207,1500
EFL Championship,779,89,1806,Charlton Athletic,TBD,TBD,Stoke City,20260214,1500
EFL Championship,779,1801,1795,Preston North End,TBD,TBD,Watford,20260214,1500
EFL Championship,779,91,1960,Derby County,TBD,TBD,Swansea City,20260214,1500
EFL Championship,779,1951,1792,Oxford United,TBD,TBD,Norwich City,20260214,1500
EFL Championship,779,88,109,Birmingham City,TBD,TBD,West Bromwich Albion,20260214,1500
EFL Championship,779,95,17,Leicester City,TBD,TBD,Southampton,20260214,1500
EFL Championship,779,1790,1794,Portsmouth,TBD,TBD,Sheffield United,20260214,1500
EFL Championship,779,1919,1947,Bristol City,TBD,TBD,Wrexham,20260214,1500
EFL Championship,779,94,1952,Ipswich Town,TBD,TBD,Hull City,20260214,1500
EFL Championship,779,15,3,Queens Park Rangers,TBD,TBD,Blackburn Rovers,20260214,1500
EFL Championship,779,1807,97,Sheffield Wednesday,TBD,TBD,Millwall,20260214,1500
EFL Championship,779,1800,12,Coventry City,TBD,TBD,Middlesbrough,20260214,1500
EFL Championship,779,1960,1919,Swansea City,TBD,TBD,Bristol City,20260221,1230
EFL Championship,779,12,1951,Middlesbrough,TBD,TBD,Oxford United,20260221,1500
EFL Championship,779,1806,95,Stoke City,TBD,TBD,Leicester City,20260221,1500
EFL Championship,779,97,1790,Millwall,TBD,TBD,Portsmouth,20260221,1500
EFL Championship,779,17,89,Southampton,TBD,TBD,Charlton Athletic,20260221,1500
EFL Championship,779,1947,94,Wrexham,TBD,TBD,Ipswich Town,20260221,1500
EFL Championship,779,3,1801,Blackburn Rovers,TBD,TBD,Preston North End,20260221,1500
EFL Championship,779,1795,91,Watford,TBD,TBD,Derby County,20260221,1500
EFL Championship,779,1794,1807,Sheffield United,TBD,TBD,Sheffield Wednesday,20260221,1500
EFL Championship,779,109,1800,West Bromwich Albion,TBD,TBD,Coventry City,20260221,1500
EFL Championship,779,1952,15,Hull City,TBD,TBD,Queens Park Rangers,20260221,1500
EFL Championship,779,1792,88,Norwich City,TBD,TBD,Birmingham City,20260221,1500
EFL Championship,779,12,95,Middlesbrough,TBD,TBD,Leicester City,20260224,1945
EFL Championship,779,1947,1790,Wrexham,TBD,TBD,Portsmouth,20260224,1945
EFL Championship,779,1806,1951,Stoke City,TBD,TBD,Oxford United,20260224,1945
EFL Championship,779,1952,91,Hull City,TBD,TBD,Derby County,20260224,1945
EFL Championship,779,1795,94,Watford,TBD,TBD,Ipswich Town,20260224,1945
EFL Championship,779,17,15,Southampton,TBD,TBD,Queens Park Rangers,20260224,1945
EFL Championship,779,109,89,West Bromwich Albion,TBD,TBD,Charlton Athletic,20260224,1945
EFL Championship,779,1960,1801,Swansea City,TBD,TBD,Preston North End,20260224,1945
EFL Championship,779,3,1919,Blackburn Rovers,TBD,TBD,Bristol City,20260225,1945
EFL Championship,779,1792,1807,Norwich City,TBD,TBD,Sheffield Wednesday,20260225,1945
EFL Championship,779,1794,1800,Sheffield United,TBD,TBD,Coventry City,20260225,1945
EFL Championship,779,97,88,Millwall,TBD,TBD,Birmingham City,20260225,1945
EFL Championship,779,15,1794,Queens Park Rangers,TBD,TBD,Sheffield United,20260228,1500
EFL Championship,779,1807,17,Sheffield Wednesday,TBD,TBD,Southampton,20260228,1500
EFL Championship,779,1951,109,Oxford United,TBD,TBD,West Bromwich Albion,20260228,1500
EFL Championship,779,1800,1806,Coventry City,TBD,TBD,Stoke City,20260228,1500
EFL Championship,779,88,12,Birmingham City,TBD,TBD,Middlesbrough,20260228,1500
EFL Championship,779,89,1947,Charlton Athletic,TBD,TBD,Wrexham,20260228,1500
EFL Championship,779,1919,1795,Bristol City,TBD,TBD,Watford,20260228,1500
EFL Championship,779,1801,97,Preston North End,TBD,TBD,Millwall,20260228,1500
EFL Championship,779,91,3,Derby County,TBD,TBD,Blackburn Rovers,20260228,1500
EFL Championship,779,94,1960,Ipswich Town,TBD,TBD,Swansea City,20260228,1500
EFL Championship,779,1790,1952,Portsmouth,TBD,TBD,Hull City,20260228,1500
EFL Championship,779,95,1792,Leicester City,TBD,TBD,Norwich City,20260228,1500
EFL Championship,779,1952,97,Hull City,TBD,TBD,Millwall,20260307,1500
EFL Championship,779,1960,1806,Swansea City,TBD,TBD,Stoke City,20260307,1500
EFL Championship,779,94,95,Ipswich Town,TBD,TBD,Leicester City,20260307,1500
EFL Championship,779,1795,1947,Watford,TBD,TBD,Wrexham,20260307,1500
EFL Championship,779,91,1807,Derby County,TBD,TBD,Sheffield Wednesday,20260307,1500
EFL Championship,779,89,88,Charlton Athletic,TBD,TBD,Birmingham City,20260307,1500
EFL Championship,779,3,1790,Blackburn Rovers,TBD,TBD,Portsmouth,20260307,1500
EFL Championship,779,1919,1800,Bristol City,TBD,TBD,Coventry City,20260307,1500
EFL Championship,779,1794,109,Sheffield United,TBD,TBD,West Bromwich Albion,20260307,1500
EFL Championship,779,17,1792,Southampton,TBD,TBD,Norwich City,20260307,1500
EFL Championship,779,15,12,Queens Park Rangers,TBD,TBD,Middlesbrough,20260307,1500
EFL Championship,779,1801,1951,Preston North End,TBD,TBD,Oxford United,20260307,1500
EFL Championship,779,95,1919,Leicester City,TBD,TBD,Bristol City,20260310,1945
EFL Championship,779,1947,1952,Wrexham,TBD,TBD,Hull City,20260310,1945
EFL Championship,779,88,15,Birmingham City,TBD,TBD,Queens Park Rangers,20260310,1945
EFL Championship,779,1790,1960,Portsmouth,TBD,TBD,Swansea City,20260310,1945
EFL Championship,779,97,91,Millwall,TBD,TBD,Derby County,20260310,1945
EFL Championship,779,1806,94,Stoke City,TBD,TBD,Ipswich Town,20260310,1945
EFL Championship,779,1792,1794,Norwich City,TBD,TBD,Sheffield United,20260310,1945
EFL Championship,779,1807,1795,Sheffield Wednesday,TBD,TBD,Watford,20260310,1945
EFL Championship,779,1800,1801,Coventry City,TBD,TBD,Preston North End,20260311,1945
EFL Championship,779,12,89,Middlesbrough,TBD,TBD,Charlton Athletic,20260311,1945
EFL Championship,779,109,17,West Bromwich Albion,TBD,TBD,Southampton,20260311,1945
EFL Championship,779,1951,3,Oxford United,TBD,TBD,Blackburn Rovers,20260311,1945
EFL Championship,779,88,1794,Birmingham City,TBD,TBD,Sheffield United,20260314,1500
EFL Championship,779,1792,1801,Norwich City,TBD,TBD,Preston North End,20260314,1500
EFL Championship,779,1947,1960,Wrexham,TBD,TBD,Swansea City,20260314,1500
EFL Championship,779,1800,17,Coventry City,TBD,TBD,Southampton,20260314,1500
EFL Championship,779,1806,1795,Stoke City,TBD,TBD,Watford,20260314,1500
EFL Championship,779,1951,89,Oxford United,TBD,TBD,Charlton Athletic,20260314,1500
EFL Championship,779,95,15,Leicester City,TBD,TBD,Queens Park Rangers,20260314,1500
EFL Championship,779,12,1919,Middlesbrough,TBD,TBD,Bristol City,20260314,1500
EFL Championship,779,1807,94,Sheffield Wednesday,TBD,TBD,Ipswich Town,20260314,1500
EFL Championship,779,97,3,Millwall,TBD,TBD,Blackburn Rovers,20260314,1500
EFL Championship,779,109,1952,West Bromwich Albion,TBD,TBD,Hull City,20260314,1500
EFL Championship,779,1790,91,Portsmouth,TBD,TBD,Derby County,20260314,1500
EFL Championship,779,15,1790,Queens Park Rangers,TBD,TBD,Portsmouth,20260321,1500
EFL Championship,779,3,12,Blackburn Rovers,TBD,TBD,Middlesbrough,20260321,1500
EFL Championship,779,94,97,Ipswich Town,TBD,TBD,Millwall,20260321,1500
EFL Championship,779,1919,109,Bristol City,TBD,TBD,West Bromwich Albion,20260321,1500
EFL Championship,779,1801,1806,Preston North End,TBD,TBD,Stoke City,20260321,1500
EFL Championship,779,1795,95,Watford,TBD,TBD,Leicester City,20260321,1500
EFL Championship,779,89,1792,Charlton Athletic,TBD,TBD,Norwich City,20260321,1500
EFL Championship,779,91,88,Derby County,TBD,TBD,Birmingham City,20260321,1500
EFL Championship,779,1952,1807,Hull City,TBD,TBD,Sheffield Wednesday,20260321,1500
EFL Championship,779,1960,1800,Swansea City,TBD,TBD,Coventry City,20260321,1500
EFL Championship,779,17,1951,Southampton,TBD,TBD,Oxford United,20260321,1500
EFL Championship,779,1794,1947,Sheffield United,TBD,TBD,Wrexham,20260321,1500
EFL Championship,779,15,1795,Queens Park Rangers,TBD,TBD,Watford,20260403,1500
EFL Championship,779,1794,1960,Sheffield United,TBD,TBD,Swansea City,20260403,1500
EFL Championship,779,1800,91,Coventry City,TBD,TBD,Derby County,20260403,1500
EFL Championship,779,17,94,Southampton,TBD,TBD,Ipswich Town,20260403,1500
EFL Championship,779,1951,1952,Oxford United,TBD,TBD,Hull City,20260403,1500
EFL Championship,779,89,1919,Charlton Athletic,TBD,TBD,Bristol City,20260403,1500
EFL Championship,779,88,3,Birmingham City,TBD,TBD,Blackburn Rovers,20260403,1500
EFL Championship,779,1792,1790,Norwich City,TBD,TBD,Portsmouth,20260403,1500
EFL Championship,779,95,1801,Leicester City,TBD,TBD,Preston North End,20260403,1500
EFL Championship,779,12,97,Middlesbrough,TBD,TBD,Millwall,20260403,1500
EFL Championship,779,1806,1807,Stoke City,TBD,TBD,Sheffield Wednesday,20260403,1500
EFL Championship,779,109,1947,West Bromwich Albion,TBD,TBD,Wrexham,20260403,1500
EFL Championship,779,97,1792,Millwall,TBD,TBD,Norwich City,20260406,1300
EFL Championship,779,3,109,Blackburn Rovers,TBD,TBD,West Bromwich Albion,20260406,1500
EFL Championship,779,1919,1794,Bristol City,TBD,TBD,Sheffield United,20260406,1500
EFL Championship,779,1952,1800,Hull City,TBD,TBD,Coventry City,20260406,1500
EFL Championship,779,1807,95,Sheffield Wednesday,TBD,TBD,Leicester City,20260406,1500
EFL Championship,779,91,1806,Derby County,TBD,TBD,Stoke City,20260406,1500
EFL Championship,779,1947,17,Wrexham,TBD,TBD,Southampton,20260406,1500
EFL Championship,779,94,88,Ipswich Town,TBD,TBD,Birmingham City,20260406,1500
EFL Championship,779,1960,12,Swansea City,TBD,TBD,Middlesbrough,20260406,1500
EFL Championship,779,1801,15,Preston North End,TBD,TBD,Queens Park Rangers,20260406,1500
EFL Championship,779,1790,1951,Portsmouth,TBD,TBD,Oxford United,20260406,1500
EFL Championship,779,1795,89,Watford,TBD,TBD,Charlton Athletic,20260406,1500
EFL Championship,779,95,1960,Leicester City,TBD,TBD,Swansea City,20260411,1500
EFL Championship,779,1792,94,Norwich City,TBD,TBD,Ipswich Town,20260411,1500
EFL Championship,779,1951,1795,Oxford United,TBD,TBD,Watford,20260411,1500
EFL Championship,779,88,1947,Birmingham City,TBD,TBD,Wrexham,20260411,1500
EFL Championship,779,1800,1807,Coventry City,TBD,TBD,Sheffield Wednesday,20260411,1500
EFL Championship,779,12,1790,Middlesbrough,TBD,TBD,Portsmouth,20260411,1500
EFL Championship,779,1806,3,Stoke City,TBD,TBD,Blackburn Rovers,20260411,1500
EFL Championship,779,109,97,West Bromwich Albion,TBD,TBD,Millwall,20260411,1500
EFL Championship,779,15,1919,Queens Park Rangers,TBD,TBD,Bristol City,20260411,1500
EFL Championship,779,1794,1952,Sheffield United,TBD,TBD,Hull City,20260411,1500
EFL Championship,779,89,1801,Charlton Athletic,TBD,TBD,Preston North End,20260411,1500
EFL Championship,779,17,91,Southampton,TBD,TBD,Derby County,20260411,1500
EFL Championship,779,1960,17,Swansea City,TBD,TBD,Southampton,20260418,1500
EFL Championship,779,1919,1792,Bristol City,TBD,TBD,Norwich City,20260418,1500
EFL Championship,779,1801,109,Preston North End,TBD,TBD,West Bromwich Albion,20260418,1500
EFL Championship,779,1807,89,Sheffield Wednesday,TBD,TBD,Charlton Athletic,20260418,1500
EFL Championship,779,1952,88,Hull City,TBD,TBD,Birmingham City,20260418,1500
EFL Championship,779,94,12,Ipswich Town,TBD,TBD,Middlesbrough,20260418,1500
EFL Championship,779,97,15,Millwall,TBD,TBD,Queens Park Rangers,20260418,1500
EFL Championship,779,1790,95,Portsmouth,TBD,TBD,Leicester City,20260418,1500
EFL Championship,779,3,1800,Blackburn Rovers,TBD,TBD,Coventry City,20260418,1500
EFL Championship,779,91,1951,Derby County,TBD,TBD,Oxford United,20260418,1500
EFL Championship,779,1795,1794,Watford,TBD,TBD,Sheffield United,20260418,1500
EFL Championship,779,1947,1806,Wrexham,TBD,TBD,Stoke City,20260418,1500
EFL Championship,779,1792,91,Norwich City,TBD,TBD,Derby County,20260421,1945
EFL Championship,779,1806,97,Stoke City,TBD,TBD,Millwall,20260421,1945
EFL Championship,779,1951,1947,Oxford United,TBD,TBD,Wrexham,20260421,1945
EFL Championship,779,17,1919,Southampton,TBD,TBD,Bristol City,20260421,1945
EFL Championship,779,12,1807,Middlesbrough,TBD,TBD,Sheffield Wednesday,20260421,1945
EFL Championship,779,109,1795,West Bromwich Albion,TBD,TBD,Watford,20260421,1945
EFL Championship,779,1800,1790,Coventry City,TBD,TBD,Portsmouth,20260421,1945
EFL Championship,779,15,1960,Queens Park Rangers,TBD,TBD,Swansea City,20260421,1945
EFL Championship,779,95,1952,Leicester City,TBD,TBD,Hull City,20260422,1945
EFL Championship,779,1794,3,Sheffield United,TBD,TBD,Blackburn Rovers,20260422,1945
EFL Championship,779,89,94,Charlton Athletic,TBD,TBD,Ipswich Town,20260422,1945
EFL Championship,779,88,1801,Birmingham City,TBD,TBD,Preston North End,20260422,1945
EFL Championship,779,1794,1801,Sheffield United,TBD,TBD,Preston North End,20260425,1500
EFL Championship,779,1800,1947,Coventry City,TBD,TBD,Wrexham,20260425,1500
EFL Championship,779,89,1952,Charlton Athletic,TBD,TBD,Hull City,20260425,1500
EFL Championship,779,12,1795,Middlesbrough,TBD,TBD,Watford,20260425,1500
EFL Championship,779,1792,1960,Norwich City,TBD,TBD,Swansea City,20260425,1500
EFL Championship,779,15,91,Queens Park Rangers,TBD,TBD,Derby County,20260425,1500
EFL Championship,779,1806,1790,Stoke City,TBD,TBD,Portsmouth,20260425,1500
EFL Championship,779,1951,1807,Oxford United,TBD,TBD,Sheffield Wednesday,20260425,1500
EFL Championship,779,95,97,Leicester City,TBD,TBD,Millwall,20260425,1500
EFL Championship,779,109,94,West Bromwich Albion,TBD,TBD,Ipswich Town,20260425,1500
EFL Championship,779,17,3,Southampton,TBD,TBD,Blackburn Rovers,20260425,1500
EFL Championship,779,88,1919,Birmingham City,TBD,TBD,Bristol City,20260425,1500
EFL Championship,779,1919,1806,Bristol City,TBD,TBD,Stoke City,20260502,1230
EFL Championship,779,91,1794,Derby County,TBD,TBD,Sheffield United,20260502,1230
EFL Championship,779,1960,89,Swansea City,TBD,TBD,Charlton Athletic,20260502,1230
EFL Championship,779,97,1951,Millwall,TBD,TBD,Oxford United,20260502,1230
EFL Championship,779,1795,1800,Watford,TBD,TBD,Coventry City,20260502,1230
EFL Championship,779,1790,88,Portsmouth,TBD,TBD,Birmingham City,20260502,1230
EFL Championship,779,1947,12,Wrexham,TBD,TBD,Middlesbrough,20260502,1230
EFL Championship,779,3,95,Blackburn Rovers,TBD,TBD,Leicester City,20260502,1230
EFL Championship,779,94,15,Ipswich Town,TBD,TBD,Queens Park Rangers,20260502,1230
EFL Championship,779,1807,109,Sheffield Wednesday,TBD,TBD,West Bromwich Albion,20260502,1230
EFL Championship,779,1801,17,Preston North End,TBD,TBD,Southampton,20260502,1230
EFL Championship,779,1952,1792,Hull City,TBD,TBD,Norwich City,20260502,1230
