competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
Saudi Pro League,1645,113060,113222,Al Okhdood,TBD,TBD,Al Hazem,20260403,1730
Saudi Pro League,1645,131798,605,Neom,TBD,TBD,Al Hilal,20260404,1600
Saudi Pro League,1645,112390,113217,Al Fateh,TBD,TBD,Damac,20260403,1730
Saudi Pro League,1645,112393,112883,Al Taawoun,TBD,TBD,Al Khaleej,20260404,1400
Saudi Pro League,1645,111674,115892,Al Shabab,TBD,TBD,Al Najmah,20260404,1600
Saudi Pro League,1645,112139,607,Al Nassr,TBD,TBD,Al Ittihad,20260404,1400
Saudi Pro League,1645,113057,131735,Al Fayha,TBD,TBD,Al Kholood,20260403,1730
Saudi Pro League,1645,112096,112391,Al Ettifaq,TBD,TBD,Al Qadsiah,20260403,1730
Saudi Pro League,1645,112096,112387,Al Ettifaq,TBD,TBD,Al Ahli,20260406,1400
Saudi Pro League,1645,112391,113057,Al Qadsiah,TBD,TBD,Al Fayha,20260406,1700
Saudi Pro League,1645,131735,112139,Al Kholood,TBD,TBD,Al Nassr,20260407,1800
