export_date,season_year,user_teamid,user_teamname,leagueid,leaguename,league_level,leaguetype,currenttableposition,previousyeartableposition,points,nummatchesplayed,homewins,homedraws,homelosses,awaywins,awaydraws,awaylosses,homegf,homega,awaygf,awayga,teamform,teamshortform,teamlongform,lastgameresult,unbeatenhome,unbeatenaway,unbeatenleague,unbeatenallcomps,objective,hasachievedobjective,highestpossible,highestprobable,yettowin,actualvsexpectations,champion,team_overallrating,team_attackrating,team_midfieldrating,team_defenserating,buildupplay,defensivedepth,captainid,penaltytakerid,freekicktakerid,leftcornerkicktakerid,rightcornerkicktakerid,longkicktakerid,leftfreekicktakerid,rightfreekicktakerid,favoriteteamsheetid,teamstadiumcapacity,clubworth,domesticprestige,internationalprestige
28_09_2025,2025,115486,*TeamName_Abbr15_115486,13,Premier League,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,85,83,84,1,70,460009,460009,1,460020,460020,460009,460009,460009,-1,5000,5000000,9,9
