competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
Serie A Enilive,1076,111434,110738,Cremonese,TBD,TBD,Pisa,20260510,1400
Serie A Enilive,1076,115841,131682,Lazio,TBD,TBD,Inter Milan,20260510,1400
Serie A Enilive,1076,110374,110556,Fiorentina,TBD,TBD,Genoa,20260510,1700
Serie A Enilive,1076,48,189,SSC Napoli,TBD,TBD,Bologna,20260510,1945
Serie A Enilive,1076,206,1745,Hellas Verona,TBD,TBD,Como 1907,20260511,1945
Serie A Enilive,1076,52,115841,AS Roma,TBD,TBD,Lazio,20260516,1945
Serie A Enilive,1076,115845,189,Atalanta,TBD,TBD,Bologna,20260517,1400
Serie A Enilive,1076,1842,54,Cagliari,TBD,TBD,Torino,20260517,1400
Serie A Enilive,1076,1745,50,Como 1907,TBD,TBD,Parma,20260517,1400
Serie A Enilive,1076,110556,131681,Genoa,TBD,TBD,AC Milan,20260517,1400
