competition,compobjid,hometeamid,awayteamid,hometeam,homescore,awayscore,awayteam,date,time
EA SPORTS FC Supercup,1014,189,131682,Bologna,TBD,TBD,Inter Milan,20260101,2000
EA SPORTS FC Supercup,1014,48,131681,SSC Napoli,TBD,TBD,AC Milan,20260101,2000
EA SPORTS FC Supercup,1014,-1,-1, ,TBD,TBD, ,20260105,2000
